#TYPE System.Diagnostics.EventLogEntry#Application/Symphony Bluelight iExchange/0
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"0","PL-Win7Dual","System.Byte[]","21575","(0)","0","Information","Service stopped successfully.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:58:08","13/10/2015 15:58:08",,,
"0","PL-Win7Dual","System.Byte[]","21574","(0)","0","Information","Service started successfully.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:38","13/10/2015 15:57:38",,,
"0","PL-Win7Dual","System.Byte[]","21573","(0)","0","Information","Symphony Bluelight iExchange Information: 

Symphony Bluelight iExchange process ended on 13/10/2015 at All for Recipient: ALL_7321","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:38","13/10/2015 15:57:38",,,
"0","PL-Win7Dual","System.Byte[]","21572","(0)","0","Information","Symphony Bluelight iExchange Information: 

Results files have been generated but no e-mail will be sent to ALL_7321.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:38","13/10/2015 15:57:38",,,
"0","PL-Win7Dual","System.Byte[]","21571","(0)","0","Information","Symphony Bluelight iExchange Information: 

The Results tables have been populated and the files will now be generated.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:37","13/10/2015 15:57:37",,,
"0","PL-Win7Dual","System.Byte[]","21570","(0)","0","Information","Symphony Bluelight iExchange Information: 

Symphony Bluelight iExchange process run started on 13/10/2015 at All for recipient 'ALL_7321'","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:25","13/10/2015 15:57:25",,,
"0","PL-Win7Dual","System.Byte[]","21569","(0)","0","Information","Symphony Bluelight iExchange Information: 

The version of the Symphony Bluelight iExchange database module is 5.2.0.0.3.0.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:25","13/10/2015 15:57:25",,,
"0","PL-Win7Dual","System.Byte[]","21568","(0)","0","Information","Symphony Bluelight iExchange Information: 

Symphony Bluelight iExchange process ended on 13/10/2015 at All for Recipient: ALL_7331","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:25","13/10/2015 15:57:25",,,
"0","PL-Win7Dual","System.Byte[]","21567","(0)","0","Information","Symphony Bluelight iExchange Information: 

No results files were generated, and no e-mail will be sent to ALL_7331.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:25","13/10/2015 15:57:25",,,
"0","PL-Win7Dual","System.Byte[]","21566","(0)","0","Information","Symphony Bluelight iExchange Information: 

The Results tables have been populated and the files will now be generated.","Symphony Bluelight iExchange","System.String[]","0","13/10/2015 15:57:24","13/10/2015 15:57:24",,,
